,GAME_ID,EVENTNUM,EVENTMSGTYPE,EVENTMSGACTIONTYPE,PERIOD,WCTIMESTRING,PCTIMESTRING,HOMEDESCRIPTION,NEUTRALDESCRIPTION,VISITORDESCRIPTION,SCORE,SCOREMARGIN,PERSON1TYPE,PLAYER1_ID,PLAYER1_NAME,PLAYER1_TEAM_ID,PLAYER1_TEAM_CITY,PLAYER1_TEAM_NICKNAME,PLAYER1_TEAM_ABBREVIATION,PERSON2TYPE,PLAYER2_ID,PLAYER2_NAME,PLAYER2_TEAM_ID,PLAYER2_TEAM_CITY,PLAYER2_TEAM_NICKNAME,PLAYER2_TEAM_ABBREVIATION,PERSON3TYPE,PLAYER3_ID,PLAYER3_NAME,PLAYER3_TEAM_ID,PLAYER3_TEAM_CITY,PLAYER3_TEAM_NICKNAME,PLAYER3_TEAM_ABBREVIATION,VIDEO_AVAILABLE_FLAG
0,0022000125,2,12,0,1,7:41 PM,12:00,,,,,,0,0,,,,,,0,0,,,,,,0,0,,,,,,0
1,0022000125,4,10,0,1,7:41 PM,12:00,Jump Ball Robinson vs. Horford: Tip to Payton,,,,,4,1629011,Mitchell Robinson,1610612752.0,New York,Knicks,NYK,5,201143,Al Horford,1610612760.0,Oklahoma City,Thunder,OKC,4,203901,Elfrid Payton,1610612752.0,New York,Knicks,NYK,1
2,0022000125,7,6,4,1,7:41 PM,11:50,Robinson OFF.Foul (P1) (T.Brown),,,,,4,1629011,Mitchell Robinson,1610612752.0,New York,Knicks,NYK,5,1629652,Luguentz Dort,1610612760.0,Oklahoma City,Thunder,OKC,1,0,,,,,,1
3,0022000125,9,5,37,1,7:41 PM,11:50,Robinson Offensive Foul Turnover (P1.T1),,,,,4,1629011,Mitchell Robinson,1610612752.0,New York,Knicks,NYK,0,0,,,,,,1,0,,,,,,1
4,0022000125,10,2,6,1,7:41 PM,11:37,,,MISS Dort 2' Driving Layup,,,5,1629652,Luguentz Dort,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
5,0022000125,11,4,0,1,7:41 PM,11:35,Robinson REBOUND (Off:0 Def:1),,,,,4,1629011,Mitchell Robinson,1610612752.0,New York,Knicks,NYK,0,0,,,,,,0,0,,,,,,1
6,0022000125,12,2,63,1,7:42 PM,11:15,MISS Barrett 13' Fadeaway Jumper,,,,,4,1629628,RJ Barrett,1610612752.0,New York,Knicks,NYK,0,0,,,,,,0,0,,,,,,1
7,0022000125,13,4,0,1,7:42 PM,11:14,,,Gilgeous-Alexander REBOUND (Off:0 Def:1),,,5,1628983,Shai Gilgeous-Alexander,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
8,0022000125,14,2,1,1,7:42 PM,11:05,,,MISS Bazley 25' 3PT Jump Shot,,,5,1629647,Darius Bazley,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
9,0022000125,15,4,0,1,7:42 PM,11:03,Randle REBOUND (Off:0 Def:1),,,,,4,203944,Julius Randle,1610612752.0,New York,Knicks,NYK,0,0,,,,,,0,0,,,,,,1
10,0022000125,16,2,43,1,7:42 PM,10:54,MISS Robinson 1' Alley Oop Layup,,,,,4,1629011,Mitchell Robinson,1610612752.0,New York,Knicks,NYK,0,0,,,,,,0,0,,,,,,1
11,0022000125,17,4,0,1,7:42 PM,10:53,,,Bazley REBOUND (Off:0 Def:1),,,5,1629647,Darius Bazley,1610612760.0,Oklahoma City,Thunder,OKC,0,0,,,,,,0,0,,,,,,1
